id,decade,source,length,path
1990s_0000,1990s,british_library,207,1990s/1990s_0000.txt
1990s_0001,1990s,british_library,321,1990s/1990s_0001.txt
1990s_0002,1990s,british_library,325,1990s/1990s_0002.txt
1990s_0003,1990s,british_library,316,1990s/1990s_0003.txt
1990s_0004,1990s,british_library,314,1990s/1990s_0004.txt
1990s_0005,1990s,gutenberg,102497,1990s/1990s_0005.txt
1990s_0006,1990s,gutenberg,4918,1990s/1990s_0006.txt
1990s_0007,1990s,gutenberg,4926,1990s/1990s_0007.txt
1990s_0008,1990s,gutenberg,4963,1990s/1990s_0008.txt
1990s_0009,1990s,gutenberg,5086,1990s/1990s_0009.txt
1990s_0010,1990s,gutenberg,4118,1990s/1990s_0010.txt
1990s_0011,1990s,gutenberg,4991,1990s/1990s_0011.txt
1990s_0012,1990s,gutenberg,3901,1990s/1990s_0012.txt
1990s_0013,1990s,gutenberg,4044,1990s/1990s_0013.txt
1990s_0014,1990s,gutenberg,5012,1990s/1990s_0014.txt
1990s_0015,1990s,gutenberg,4986,1990s/1990s_0015.txt
1990s_0016,1990s,gutenberg,5053,1990s/1990s_0016.txt
1990s_0017,1990s,gutenberg,4872,1990s/1990s_0017.txt
1990s_0018,1990s,gutenberg,4911,1990s/1990s_0018.txt
1990s_0019,1990s,gutenberg,4904,1990s/1990s_0019.txt
