id,decade,source,length,path
1900s_0000,1900s,british_library,167,1900s/1900s_0000.txt
1900s_0001,1900s,british_library,320,1900s/1900s_0001.txt
1900s_0002,1900s,british_library,320,1900s/1900s_0002.txt
1900s_0003,1900s,british_library,322,1900s/1900s_0003.txt
1900s_0004,1900s,british_library,320,1900s/1900s_0004.txt
1900s_0005,1900s,british_library,1968,1900s/1900s_0005.txt
1900s_0006,1900s,british_library,1983,1900s/1900s_0006.txt
1900s_0007,1900s,british_library,1968,1900s/1900s_0007.txt
1900s_0008,1900s,british_library,1968,1900s/1900s_0008.txt
1900s_0009,1900s,british_library,1968,1900s/1900s_0009.txt
1900s_0010,1900s,british_library,1983,1900s/1900s_0010.txt
1900s_0011,1900s,british_library,1968,1900s/1900s_0011.txt
1900s_0012,1900s,british_library,1983,1900s/1900s_0012.txt
1900s_0013,1900s,british_library,1968,1900s/1900s_0013.txt
1900s_0014,1900s,british_library,1968,1900s/1900s_0014.txt
1900s_0015,1900s,synthetic,2141,1900s/1900s_0015.txt
1900s_0016,1900s,synthetic,2146,1900s/1900s_0016.txt
1900s_0017,1900s,synthetic,2159,1900s/1900s_0017.txt
1900s_0018,1900s,synthetic,2142,1900s/1900s_0018.txt
1900s_0019,1900s,synthetic,2140,1900s/1900s_0019.txt
