id,decade,source,length,path
1910s_0000,1910s,british_library,1872,1910s/1910s_0000.txt
1910s_0001,1910s,british_library,1896,1910s/1910s_0001.txt
1910s_0002,1910s,british_library,1872,1910s/1910s_0002.txt
1910s_0003,1910s,british_library,1872,1910s/1910s_0003.txt
1910s_0004,1910s,british_library,1878,1910s/1910s_0004.txt
1910s_0005,1910s,british_library,1878,1910s/1910s_0005.txt
1910s_0006,1910s,british_library,1896,1910s/1910s_0006.txt
1910s_0007,1910s,british_library,1872,1910s/1910s_0007.txt
1910s_0008,1910s,british_library,1878,1910s/1910s_0008.txt
1910s_0009,1910s,british_library,1896,1910s/1910s_0009.txt
1910s_0010,1910s,synthetic,2026,1910s/1910s_0010.txt
1910s_0011,1910s,synthetic,2039,1910s/1910s_0011.txt
1910s_0012,1910s,synthetic,1005,1910s/1910s_0012.txt
1910s_0013,1910s,synthetic,1027,1910s/1910s_0013.txt
1910s_0014,1910s,synthetic,2019,1910s/1910s_0014.txt
1910s_0015,1910s,synthetic,2026,1910s/1910s_0015.txt
1910s_0016,1910s,synthetic,2012,1910s/1910s_0016.txt
1910s_0017,1910s,synthetic,1031,1910s/1910s_0017.txt
1910s_0018,1910s,synthetic,1995,1910s/1910s_0018.txt
1910s_0019,1910s,synthetic,1046,1910s/1910s_0019.txt
